experiment	URposition	TypeNP	item	condition	Context	syntax	presenceToo	text	context	question	qType	design	 Time results were received.	 MD5 hash of participant's IP address.	 Controller name.	 Item number.	 Element number.	 Type.	 Group.	 Field name./ Sentence (or sentence MD5)./ Question (NULL if none).	 Field value./ Answer.	 Whether or not answer was correct (NULL if N/A).	 Time taken to answer.	Worker ID Number
veen4	object-even	Proper N	2	6	nonadditive	prenominal	Too	"Even Isaac, too."	"It’s International Friendship day at school and each child is supposed to choose exactly one other student to hug. Alice has not been talking to Harry, Alfie, and Isaac for the past few months. She particularly does not like Isaac. But today, she decided that the only person she would hug is someone she didn’t normally talk to. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	16	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	2	6	nonadditive	prenominal	Too	"Even Isaac, too."	"It’s International Friendship day at school and each child is supposed to choose exactly one other student to hug. Alice has not been talking to Harry, Alfie, and Isaac for the past few months. She particularly does not like Isaac. But today, she decided that the only person she would hug is someone she didn’t normally talk to. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	16	0	0-6	NULL	Please select a number	1	NULL	8267	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	1	5	additive	prenominal	Too	"Even Obama, too."	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	7	0	0-5	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	1	5	additive	prenominal	Too	"Even Obama, too."	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	7	0	0-5	NULL	Please select a number	6	NULL	6736	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	8	1	additive	prenominal	NoToo	Even a gold medal.	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	59	0	0-1	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	8	1	additive	prenominal	NoToo	Even a gold medal.	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	59	0	0-1	NULL	Please select a number	7	NULL	6472	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	8	3	additive	postnominal	NoToo	"A gold medal, even."	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	61	0	0-3	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	8	3	additive	postnominal	NoToo	"A gold medal, even."	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	61	0	0-3	NULL	Please select a number	7	NULL	2318	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	9	2	nonadditive	prenominal	NoToo	Even a six.	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	68	0	0-2	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	9	2	nonadditive	prenominal	NoToo	Even a six.	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	68	0	0-2	NULL	Please select a number	1	NULL	7633	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	9	7	additive	postnominal	Too	"A six even, too."	I was playing a dice game with some friends where each of us had to throw three dice at the same time and the one with the biggest total would win. I rolled good numbers. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	73	0	0-7	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	9	7	additive	postnominal	Too	"A six even, too."	I was playing a dice game with some friends where each of us had to throw three dice at the same time and the one with the biggest total would win. I rolled good numbers. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	73	0	0-7	NULL	Please select a number	1	NULL	6936	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	8	4	nonadditive	postnominal	NoToo	"A gold medal, even."	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	62	0	0-4	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	8	4	nonadditive	postnominal	NoToo	"A gold medal, even."	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	62	0	0-4	NULL	Please select a number	6	NULL	6480	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	9	8	nonadditive	postnominal	Too	"A six even, too."	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	74	0	0-8	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	9	8	nonadditive	postnominal	Too	"A six even, too."	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	74	0	0-8	NULL	Please select a number	1	NULL	3931	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	9	6	nonadditive	prenominal	Too	"Even a six, too."	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	72	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	9	6	nonadditive	prenominal	Too	"Even a six, too."	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	72	0	0-6	NULL	Please select a number	1	NULL	5416	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	9	5	additive	prenominal	Too	"Even a six, too."	I was playing a dice game with some friends where each of us had to throw three dice at the same time and the one with the biggest total would win. I rolled good numbers. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	71	0	0-5	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	9	5	additive	prenominal	Too	"Even a six, too."	I was playing a dice game with some friends where each of us had to throw three dice at the same time and the one with the biggest total would win. I rolled good numbers. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	71	0	0-5	NULL	Please select a number	6	NULL	3575	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	3	1	additive	prenominal	NoToo	Even Gary Kasparov.	Tom participated in a chess tournament in which he did really well. He defeated multiple internationally renowned players.  	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	19	0	0-1	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	3	1	additive	prenominal	NoToo	Even Gary Kasparov.	Tom participated in a chess tournament in which he did really well. He defeated multiple internationally renowned players.  	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	19	0	0-1	NULL	Please select a number	6	NULL	3853	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	1	3	additive	postnominal	NoToo	"Obama, even."	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	5	0	0-3	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	1	3	additive	postnominal	NoToo	"Obama, even."	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	5	0	0-3	NULL	Please select a number	5	NULL	11104	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	8	2	nonadditive	prenominal	NoToo	Even a gold medal.	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	60	0	0-2	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	8	2	nonadditive	prenominal	NoToo	Even a gold medal.	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	60	0	0-2	NULL	Please select a number	1	NULL	3209	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	8	7	additive	postnominal	Too	"A gold medal even, too."	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	65	0	0-7	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	8	7	additive	postnominal	Too	"A gold medal even, too."	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	65	0	0-7	NULL	Please select a number	3	NULL	5002	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	2	4	nonadditive	postnominal	NoToo	"Isaac, even. "	"It’s International Friendship day at school and each child is supposed to choose exactly one other student to hug. Alice has not been talking to Harry, Alfie, and Isaac for the past few months. She particularly does not like Isaac. But today, she decided that the only person she would hug is someone she didn’t normally talk to. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	14	0	0-4	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	2	4	nonadditive	postnominal	NoToo	"Isaac, even. "	"It’s International Friendship day at school and each child is supposed to choose exactly one other student to hug. Alice has not been talking to Harry, Alfie, and Isaac for the past few months. She particularly does not like Isaac. But today, she decided that the only person she would hug is someone she didn’t normally talk to. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	14	0	0-4	NULL	Please select a number	1	NULL	4280	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	1	8	nonadditive	postnominal	Too	"Obama even, too."	"People lined up at the climate conference to see government officials. The line was too long, so each person got to meet only one official. Nancy felt happy because she got to see someone high profile.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	10	0	0-8	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	1	8	nonadditive	postnominal	Too	"Obama even, too."	"People lined up at the climate conference to see government officials. The line was too long, so each person got to meet only one official. Nancy felt happy because she got to see someone high profile.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	10	0	0-8	NULL	Please select a number	1	NULL	4904	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	7	6	nonadditive	prenominal	Too	"Even an ace, too."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	56	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2OXXHGAM7B0Y	
veen4	object-even	Indefinite	7	6	nonadditive	prenominal	Too	"Even an ace, too."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740072	02f0d34838da31527e3f3a9ed4c9b4ba	AJ	56	0	0-6	NULL	Please select a number	1	NULL	5482	A2OXXHGAM7B0Y	
veen4	object-even	Proper N	1	5	additive	prenominal	Too	"Even Obama, too."	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	7	0	0-5	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Proper N	1	5	additive	prenominal	Too	"Even Obama, too."	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	7	0	0-5	NULL	Please select a number	6	NULL	12584	A2NA2OJT15COZY	
veen4	object-even	Proper N	1	1	additive	prenominal	NoToo	Even Obama.	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	3	0	0-1	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Proper N	1	1	additive	prenominal	NoToo	Even Obama.	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	3	0	0-1	NULL	Please select a number	7	NULL	9325	A2NA2OJT15COZY	
veen4	object-even	Indefinite	8	2	nonadditive	prenominal	NoToo	Even a gold medal.	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	60	0	0-2	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Indefinite	8	2	nonadditive	prenominal	NoToo	Even a gold medal.	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	60	0	0-2	NULL	Please select a number	2	NULL	19180	A2NA2OJT15COZY	
veen4	object-even	Indefinite	7	4	nonadditive	postnominal	NoToo	"An ace, even."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	54	0	0-4	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Indefinite	7	4	nonadditive	postnominal	NoToo	"An ace, even."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	54	0	0-4	NULL	Please select a number	3	NULL	10019	A2NA2OJT15COZY	
veen4	object-even	Indefinite	5	6	nonadditive	prenominal	Too	"Even a university professor, too."	The director of our high school has been looking for a teacher for the mathematics course for a long time. He eventually hired one. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	40	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Indefinite	5	6	nonadditive	prenominal	Too	"Even a university professor, too."	The director of our high school has been looking for a teacher for the mathematics course for a long time. He eventually hired one. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	40	0	0-6	NULL	Please select a number	1	NULL	9962	A2NA2OJT15COZY	
veen4	object-even	Indefinite	9	3	additive	postnominal	NoToo	"A six, even."	I was playing a dice game with some friends where each of us had to throw three dice at the same time and the one with the biggest total would win. I rolled good numbers. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	69	0	0-3	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Indefinite	9	3	additive	postnominal	NoToo	"A six, even."	I was playing a dice game with some friends where each of us had to throw three dice at the same time and the one with the biggest total would win. I rolled good numbers. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	69	0	0-3	NULL	Please select a number	5	NULL	10539	A2NA2OJT15COZY	
veen4	object-even	Proper N	1	8	nonadditive	postnominal	Too	"Obama even, too."	"People lined up at the climate conference to see government officials. The line was too long, so each person got to meet only one official. Nancy felt happy because she got to see someone high profile.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	10	0	0-8	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Proper N	1	8	nonadditive	postnominal	Too	"Obama even, too."	"People lined up at the climate conference to see government officials. The line was too long, so each person got to meet only one official. Nancy felt happy because she got to see someone high profile.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	10	0	0-8	NULL	Please select a number	3	NULL	13235	A2NA2OJT15COZY	
veen4	object-even	Proper N	2	7	additive	postnominal	Too	"Isaac even, too."	"It’s International Friendship day and in our school, each child is supposed to hug at least one other student. Alice has not been talking to Isaac for the past few months since he’s her least favourite classmate. But today Alice hugged all of her classmates. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	17	0	0-7	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Proper N	2	7	additive	postnominal	Too	"Isaac even, too."	"It’s International Friendship day and in our school, each child is supposed to hug at least one other student. Alice has not been talking to Isaac for the past few months since he’s her least favourite classmate. But today Alice hugged all of her classmates. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	17	0	0-7	NULL	Please select a number	2	NULL	23360	A2NA2OJT15COZY	
veen4	object-even	Proper N	4	5	additive	prenominal	Too	"Even Qatar, too."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	31	0	0-5	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Proper N	4	5	additive	prenominal	Too	"Even Qatar, too."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	31	0	0-5	NULL	Please select a number	2	NULL	24001	A2NA2OJT15COZY	
veen4	object-even	Indefinite	7	1	additive	prenominal	NoToo	Even an ace.	"We were playing a card game where each player has five cards. The player with the highest card wins. Aces beat kings, kings beat queens, etc. In the end Sally asked whether I had a jack. I said I did. But in fact I had some better cards in my hand."	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	51	0	0-1	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Indefinite	7	1	additive	prenominal	NoToo	Even an ace.	"We were playing a card game where each player has five cards. The player with the highest card wins. Aces beat kings, kings beat queens, etc. In the end Sally asked whether I had a jack. I said I did. But in fact I had some better cards in my hand."	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	51	0	0-1	NULL	Please select a number	4	NULL	10970	A2NA2OJT15COZY	
veen4	object-even	Indefinite	5	2	nonadditive	prenominal	NoToo	Even a university professor.	The director of our high school has been looking for a teacher for the mathematics course for a long time. He eventually hired one. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	36	0	0-2	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Indefinite	5	2	nonadditive	prenominal	NoToo	Even a university professor.	The director of our high school has been looking for a teacher for the mathematics course for a long time. He eventually hired one. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	36	0	0-2	NULL	Please select a number	4	NULL	8793	A2NA2OJT15COZY	
veen4	object-even	Proper N	3	4	nonadditive	postnominal	NoToo	"Gary Kasparov, even."	Tom made it to the semi-finals in a chess tournament where he had to beat only one person to reach the final match. He did very well because he defeated an internationally renowned chess champion. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	22	0	0-4	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Proper N	3	4	nonadditive	postnominal	NoToo	"Gary Kasparov, even."	Tom made it to the semi-finals in a chess tournament where he had to beat only one person to reach the final match. He did very well because he defeated an internationally renowned chess champion. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	22	0	0-4	NULL	Please select a number	5	NULL	20013	A2NA2OJT15COZY	
veen4	object-even	Indefinite	8	6	nonadditive	prenominal	Too	"Even a gold medal, too."	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	64	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
veen4	object-even	Indefinite	8	6	nonadditive	prenominal	Too	"Even a gold medal, too."	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	64	0	0-6	NULL	Please select a number	2	NULL	7351	A2NA2OJT15COZY	
veen4	object-even	Proper N	2	3	additive	postnominal	NoToo	"Isaac, even. "	"It’s International Friendship day and in our school, each child is supposed to hug at least one other student. Alice has not been talking to Isaac for the past few months since he’s her least favourite classmate. But today Alice hugged all of her classmates. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460740229	89c8924d0746253e8039c87504a726a1	AJ	13	0	0-3	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A2NA2OJT15COZY	
