experiment	URposition	TypeNP	item	condition	Context	particle	presenceToo	syntax	contextFile	wavFile	text	context	question	design	qType
addmanip	object-even	Indefinite	7	8	nonadditive	hatta 	NoToo	postnominal	evenContext_item7_nonadditive.wav	evenResponse_item7_7fullpostnotoo.wav	تک حتی داشتم.	   داشتیم یک بازی با ورق می کردیم که تو آن هر نفرفقط یک ورق تو دستش داشت. کسی که بالاترین ورق را تو دستش داشت، برنده ی بازی بود. تک بالاتر از شاه است، شاه بالاتر از بی بی، بی بی بالاتر از سرباز و غیره. آخر بازی مینا از من پرسید که آیا تو دستم سرباز دارم. ولی من یه ورق بهتر تو دستم داشتم.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	8	1	additive	hattaHam	Too	prenominal	evenContext_item8_additive.wav	evenResponse_item8_6fullpretoo.wav	حتی یه طلا هم برد.	هر کدام از اعضای تیم شنامون امسال حداقل یه مدال بردند. بیشتر افراد نقره و برنز بردند. مهدی که برای عضویت دائم تو تیم به صورت امتحانی شرکت کرده بود، خیلی خوش درخشید و چندین مدال برد.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	8	2	nonadditive	hattaHam	Too	prenominal	evenContext_item8_nonadditive.wav	evenResponse_item8_6fullpretoo.wav	حتی یه طلا هم برد.	هر کدام از اعضای تیم شنامون امسال فقط یک مدال بردند: طلا، نقره، یا برنز. مهدی که برای عضویت دائم تو تیم به صورت امتحانی شرکت کرده بود، خیلی خوش درخشید و یه مدال برد.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	8	3	additive	hatta 	NoToo	prenominal	evenContext_item8_additive.wav	evenResponse_item8_5fullprenotoo.wav	حتی یه طلا برد.	هر کدام از اعضای تیم شنامون امسال حداقل یه مدال بردند. بیشتر افراد نقره و برنز بردند. مهدی که برای عضویت دائم تو تیم به صورت امتحانی شرکت کرده بود، خیلی خوش درخشید و چندین مدال برد.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	8	4	nonadditive	hatta 	NoToo	prenominal	evenContext_item8_nonadditive.wav	evenResponse_item8_5fullprenotoo.wav	حتی یه طلا برد.	هر کدام از اعضای تیم شنامون امسال فقط یک مدال بردند: طلا، نقره، یا برنز. مهدی که برای عضویت دائم تو تیم به صورت امتحانی شرکت کرده بود، خیلی خوش درخشید و یه مدال برد.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	8	5	additive	hattaHam	Too	postnominal	evenContext_item8_additive.wav	evenResponse_item8_8fullposttoo.wav	یه طلا هم حتی برد.	هر کدام از اعضای تیم شنامون امسال حداقل یه مدال بردند. بیشتر افراد نقره و برنز بردند. مهدی که برای عضویت دائم تو تیم به صورت امتحانی شرکت کرده بود، خیلی خوش درخشید و چندین مدال برد.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	8	6	nonadditive	hattaHam	Too	postnominal	evenContext_item8_nonadditive.wav	evenResponse_item8_8fullposttoo.wav	یه طلا هم حتی برد.	هر کدام از اعضای تیم شنامون امسال فقط یک مدال بردند: طلا، نقره، یا برنز. مهدی که برای عضویت دائم تو تیم به صورت امتحانی شرکت کرده بود، خیلی خوش درخشید و یه مدال برد.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	8	7	additive	hatta 	NoToo	postnominal	evenContext_item8_additive.wav	evenResponse_item8_7fullpostnotoo.wav	یه طلا حتی برد.	هر کدام از اعضای تیم شنامون امسال حداقل یه مدال بردند. بیشتر افراد نقره و برنز بردند. مهدی که برای عضویت دائم تو تیم به صورت امتحانی شرکت کرده بود، خیلی خوش درخشید و چندین مدال برد.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	8	8	nonadditive	hatta 	NoToo	postnominal	evenContext_item8_nonadditive.wav	evenResponse_item8_7fullpostnotoo.wav	یه طلا حتی برد.	هر کدام از اعضای تیم شنامون امسال فقط یک مدال بردند: طلا، نقره، یا برنز. مهدی که برای عضویت دائم تو تیم به صورت امتحانی شرکت کرده بود، خیلی خوش درخشید و یه مدال برد.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	9	1	additive	hattaHam	Too	prenominal	evenContext_item9_additive.wav	evenResponse_item9_6fullpretoo.wav	حتی شش هم آوردم.	داشتم با دوستانم بازی تاس می کردم. هر کداممون باید سه تا تاس را همزمان می انداختیم و کسی که در مجموع بالاترین عدد را می آورد برنده بازی بود. من امروز خوش شانس بودم و چند تا عدد خوب آوردم.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	9	2	nonadditive	hattaHam	Too	prenominal	evenContext_item9_nonadditive.wav	evenResponse_item9_6fullpretoo.wav	حتی شش هم آوردم.	داشتم با دوستانم بازی تاس می کردم. هر کداممون باید یک تاس رو می انداختیم و کسی که بالاترین عدد را می آورد برنده بازی بود. من نفر اول بودم و خیلی شانسی یه عدد خوب آوردم.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	9	3	additive	hatta 	NoToo	prenominal	evenContext_item9_additive.wav	evenResponse_item9_5fullprenotoo.wav	حتی شش آوردم.	داشتم با دوستانم بازی تاس می کردم. هر کداممون باید سه تا تاس را همزمان می انداختیم و کسی که در مجموع بالاترین عدد را می آورد برنده بازی بود. من امروز خوش شانس بودم و چند تا عدد خوب آوردم.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	9	4	nonadditive	hatta 	NoToo	prenominal	evenContext_item9_nonadditive.wav	evenResponse_item9_5fullprenotoo.wav	حتی شش آوردم.	داشتم با دوستانم بازی تاس می کردم. هر کداممون باید یک تاس رو می انداختیم و کسی که بالاترین عدد را می آورد برنده بازی بود. من نفر اول بودم و خیلی شانسی یه عدد خوب آوردم.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	9	5	additive	hattaHam	Too	postnominal	evenContext_item9_additive.wav	evenResponse_item9_8fullposttoo.wav	شش هم حتی آوردم.	داشتم با دوستانم بازی تاس می کردم. هر کداممون باید سه تا تاس را همزمان می انداختیم و کسی که در مجموع بالاترین عدد را می آورد برنده بازی بود. من امروز خوش شانس بودم و چند تا عدد خوب آوردم.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	9	6	nonadditive	hattaHam	Too	postnominal	evenContext_item9_nonadditive.wav	evenResponse_item9_8fullposttoo.wav	شش هم حتی آوردم.	داشتم با دوستانم بازی تاس می کردم. هر کداممون باید یک تاس رو می انداختیم و کسی که بالاترین عدد را می آورد برنده بازی بود. من نفر اول بودم و خیلی شانسی یه عدد خوب آوردم.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	9	7	additive	hatta 	NoToo	postnominal	evenContext_item9_additive.wav	evenResponse_item9_7fullpostnotoo.wav	شش حتی آوردم.	داشتم با دوستانم بازی تاس می کردم. هر کداممون باید سه تا تاس را همزمان می انداختیم و کسی که در مجموع بالاترین عدد را می آورد برنده بازی بود. من امروز خوش شانس بودم و چند تا عدد خوب آوردم.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
addmanip	object-even	Indefinite	9	8	nonadditive	hatta 	NoToo	postnominal	evenContext_item9_nonadditive.wav	evenResponse_item9_7fullpostnotoo.wav	شش حتی آوردم.	داشتم با دوستانم بازی تاس می کردم. هر کداممون باید یک تاس رو می انداختیم و کسی که بالاترین عدد را می آورد برنده بازی بود. من نفر اول بودم و خیلی شانسی یه عدد خوب آوردم.	How natural did you think this sentence was?\n(Between1=completely unnatural, and 7=completely natural)	random	jm
