experiment	URposition	TypeNP	item	condition	Context	syntax	presenceToo	text	context	question	qType	design	 Time results were received.	 MD5 hash of participant's IP address.	 Controller name.	 Item number.	 Element number.	 Type.	 Group.	 Field name./ Sentence (or sentence MD5)./ Question (NULL if none).	 Field value./ Answer.	 Whether or not answer was correct (NULL if N/A).	 Time taken to answer.	Worker ID Number
veen4	object-even	Proper N	2	2	nonadditive	prenominal	NoToo	Even Isaac.	"It’s International Friendship day at school and each child is supposed to choose exactly one other student to hug. Alice has not been talking to Harry, Alfie, and Isaac for the past few months. She particularly does not like Isaac. But today, she decided that the only person she would hug is someone she didn’t normally talk to. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	12	0	0-2	NULL	Please select a number	5	NULL	7688	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	3	3	additive	postnominal	NoToo	"Gary Kasparov, even."	Tom participated in a chess tournament in which he did really well. He defeated multiple internationally renowned players.  	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	21	0	0-3	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	3	3	additive	postnominal	NoToo	"Gary Kasparov, even."	Tom participated in a chess tournament in which he did really well. He defeated multiple internationally renowned players.  	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	21	0	0-3	NULL	Please select a number	6	NULL	5039	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	7	5	additive	prenominal	Too	"Even an ace, too."	"We were playing a card game where each player has five cards. The player with the highest card wins. Aces beat kings, kings beat queens, etc. In the end Sally asked whether I had a jack. I said I did. But in fact I had some better cards in my hand."	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	55	0	0-5	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	7	5	additive	prenominal	Too	"Even an ace, too."	"We were playing a card game where each player has five cards. The player with the highest card wins. Aces beat kings, kings beat queens, etc. In the end Sally asked whether I had a jack. I said I did. But in fact I had some better cards in my hand."	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	55	0	0-5	NULL	Please select a number	5	NULL	7202	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	4	6	nonadditive	prenominal	Too	"Even Qatar, too."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For 2022, the three candidates had unpleasant conditions. But FIFA eventually chose one. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	32	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	4	6	nonadditive	prenominal	Too	"Even Qatar, too."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For 2022, the three candidates had unpleasant conditions. But FIFA eventually chose one. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	32	0	0-6	NULL	Please select a number	2	NULL	2810	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	1	1	additive	prenominal	NoToo	Even Obama.	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	3	0	0-1	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	1	1	additive	prenominal	NoToo	Even Obama.	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	3	0	0-1	NULL	Please select a number	1	NULL	3788	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	8	7	additive	postnominal	Too	"A gold medal even, too."	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	65	0	0-7	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	8	7	additive	postnominal	Too	"A gold medal even, too."	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	65	0	0-7	NULL	Please select a number	5	NULL	5801	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	8	8	nonadditive	postnominal	Too	"A gold medal even, too."	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	66	0	0-8	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	8	8	nonadditive	postnominal	Too	"A gold medal even, too."	"Each member of the Dutch speed skating team won exactly one medal: bronze, silver, or gold. Mary, who was trying out for the team, did particularly well and also ended up winning a medal. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	66	0	0-8	NULL	Please select a number	5	NULL	4424	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	6	4	nonadditive	postnominal	NoToo	"An A+, even."	I took one course last semester. The final exam for that course was extremely difficult. I was really worried I would fail. But I actually got a good grade. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	46	0	0-4	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	6	4	nonadditive	postnominal	NoToo	"An A+, even."	I took one course last semester. The final exam for that course was extremely difficult. I was really worried I would fail. But I actually got a good grade. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	46	0	0-4	NULL	Please select a number	6	NULL	5507	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	3	2	nonadditive	prenominal	NoToo	Even Gary Kasparov.	Tom made it to the semi-finals in a chess tournament where he had to beat only one person to reach the final match. He did very well because he defeated an internationally renowned chess champion. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	20	0	0-2	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	3	2	nonadditive	prenominal	NoToo	Even Gary Kasparov.	Tom made it to the semi-finals in a chess tournament where he had to beat only one person to reach the final match. He did very well because he defeated an internationally renowned chess champion. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	20	0	0-2	NULL	Please select a number	7	NULL	5527	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	7	3	additive	postnominal	NoToo	"An ace, even."	"We were playing a card game where each player has five cards. The player with the highest card wins. Aces beat kings, kings beat queens, etc. In the end Sally asked whether I had a jack. I said I did. But in fact I had some better cards in my hand."	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	53	0	0-3	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	7	3	additive	postnominal	NoToo	"An ace, even."	"We were playing a card game where each player has five cards. The player with the highest card wins. Aces beat kings, kings beat queens, etc. In the end Sally asked whether I had a jack. I said I did. But in fact I had some better cards in my hand."	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	53	0	0-3	NULL	Please select a number	6	NULL	3305	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	1	5	additive	prenominal	Too	"Even Obama, too."	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	7	0	0-5	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	1	5	additive	prenominal	Too	"Even Obama, too."	People lined up at the climate conference to see government officials. Everyone saw several well known politicians. Nancy felt especially happy because she saw some of the really high profile politicians. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	7	0	0-5	NULL	Please select a number	1	NULL	4401	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	5	6	nonadditive	prenominal	Too	"Even a university professor, too."	The director of our high school has been looking for a teacher for the mathematics course for a long time. He eventually hired one. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	40	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	5	6	nonadditive	prenominal	Too	"Even a university professor, too."	The director of our high school has been looking for a teacher for the mathematics course for a long time. He eventually hired one. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	40	0	0-6	NULL	Please select a number	6	NULL	7472	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	8	1	additive	prenominal	NoToo	Even a gold medal.	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	59	0	0-1	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	8	1	additive	prenominal	NoToo	Even a gold medal.	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	59	0	0-1	NULL	Please select a number	7	NULL	3825	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	3	7	additive	postnominal	Too	"Gary Kasparov even, too."	Tom participated in a chess tournament in which he did really well. He defeated multiple internationally renowned players.  	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	25	0	0-7	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	3	7	additive	postnominal	Too	"Gary Kasparov even, too."	Tom participated in a chess tournament in which he did really well. He defeated multiple internationally renowned players.  	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	25	0	0-7	NULL	Please select a number	6	NULL	9309	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	3	8	nonadditive	postnominal	Too	"Gary Kasparov even, too."	Tom made it to the semi-finals in a chess tournament where he had to beat only one person to reach the final match. He did very well because he defeated an internationally renowned chess champion. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	26	0	0-8	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	3	8	nonadditive	postnominal	Too	"Gary Kasparov even, too."	Tom made it to the semi-finals in a chess tournament where he had to beat only one person to reach the final match. He did very well because he defeated an internationally renowned chess champion. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	26	0	0-8	NULL	Please select a number	2	NULL	5077	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	4	4	nonadditive	postnominal	NoToo	"Qatar, even."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For 2022, the three candidates had unpleasant conditions. But FIFA eventually chose one. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	30	0	0-4	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	4	4	nonadditive	postnominal	NoToo	"Qatar, even."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For 2022, the three candidates had unpleasant conditions. But FIFA eventually chose one. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	30	0	0-4	NULL	Please select a number	1	NULL	1762	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	5	2	nonadditive	prenominal	NoToo	Even a university professor.	The director of our high school has been looking for a teacher for the mathematics course for a long time. He eventually hired one. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	36	0	0-2	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	5	2	nonadditive	prenominal	NoToo	Even a university professor.	The director of our high school has been looking for a teacher for the mathematics course for a long time. He eventually hired one. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	36	0	0-2	NULL	Please select a number	7	NULL	2911	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	6	3	additive	postnominal	NoToo	"An A+, even."	I took many courses last semester. The final exams were extremely difficult. I was really worried I would fail the semester. But I actually got some good grades. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	45	0	0-3	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	6	3	additive	postnominal	NoToo	"An A+, even."	I took many courses last semester. The final exams were extremely difficult. I was really worried I would fail the semester. But I actually got some good grades. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	45	0	0-3	NULL	Please select a number	6	NULL	1968	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	8	5	additive	prenominal	Too	"Even a gold medal, too."	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	63	0	0-5	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	8	5	additive	prenominal	Too	"Even a gold medal, too."	"Everyone on the Dutch speed skating team won at least one medal. Mostly, people won bronze and silver medals. Mary did particularly well this year and won multiple medals. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	63	0	0-5	NULL	Please select a number	6	NULL	1706	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	6	6	nonadditive	prenominal	Too	"Even an A+, too."	I took one course last semester. The final exam for that course was extremely difficult. I was really worried I would fail. But I actually got a good grade. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	48	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	6	6	nonadditive	prenominal	Too	"Even an A+, too."	I took one course last semester. The final exam for that course was extremely difficult. I was really worried I would fail. But I actually got a good grade. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	48	0	0-6	NULL	Please select a number	6	NULL	2897	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	6	1	additive	prenominal	NoToo	Even an A+.	I took many courses last semester. The final exams were extremely difficult. I was really worried I would fail the semester. But I actually got some good grades. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	43	0	0-1	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	6	1	additive	prenominal	NoToo	Even an A+.	I took many courses last semester. The final exams were extremely difficult. I was really worried I would fail the semester. But I actually got some good grades. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	43	0	0-1	NULL	Please select a number	6	NULL	2219	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	9	7	additive	postnominal	Too	"A six even, too."	I was playing a dice game with some friends where each of us had to throw three dice at the same time and the one with the biggest total would win. I rolled good numbers. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	73	0	0-7	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	9	7	additive	postnominal	Too	"A six even, too."	I was playing a dice game with some friends where each of us had to throw three dice at the same time and the one with the biggest total would win. I rolled good numbers. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	73	0	0-7	NULL	Please select a number	5	NULL	9129	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	1	8	nonadditive	postnominal	Too	"Obama even, too."	"People lined up at the climate conference to see government officials. The line was too long, so each person got to meet only one official. Nancy felt happy because she got to see someone high profile.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	10	0	0-8	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	1	8	nonadditive	postnominal	Too	"Obama even, too."	"People lined up at the climate conference to see government officials. The line was too long, so each person got to meet only one official. Nancy felt happy because she got to see someone high profile.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	10	0	0-8	NULL	Please select a number	2	NULL	4789	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	1	4	nonadditive	postnominal	NoToo	"Obama, even."	"People lined up at the climate conference to see government officials. The line was too long, so each person got to meet only one official. Nancy felt happy because she got to see someone high profile.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	6	0	0-4	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	1	4	nonadditive	postnominal	NoToo	"Obama, even."	"People lined up at the climate conference to see government officials. The line was too long, so each person got to meet only one official. Nancy felt happy because she got to see someone high profile.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	6	0	0-4	NULL	Please select a number	1	NULL	1446	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	9	2	nonadditive	prenominal	NoToo	Even a six.	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	68	0	0-2	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	9	2	nonadditive	prenominal	NoToo	Even a six.	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	68	0	0-2	NULL	Please select a number	6	NULL	2342	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	4	3	additive	postnominal	NoToo	"Qatar, even."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	29	0	0-3	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	4	3	additive	postnominal	NoToo	"Qatar, even."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	29	0	0-3	NULL	Please select a number	1	NULL	2642	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	4	5	additive	prenominal	Too	"Even Qatar, too."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	31	0	0-5	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Proper N	4	5	additive	prenominal	Too	"Even Qatar, too."	"To host a soccer world cup, the candidate country needs to have a suitable climate. For the next three world cups, the candidate countries do not necessarily have a suitable climate. But FIFA eventually chose three countries.  "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	31	0	0-5	NULL	Please select a number	1	NULL	5055	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	7	6	nonadditive	prenominal	Too	"Even an ace, too."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	56	0	0-6	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	7	6	nonadditive	prenominal	Too	"Even an ace, too."	"We were playing a card game where each player gets only one card. Aces beat kings, kings beat queens, etc.  In the end Sally asked whether I had a jack. But the only card I had was higher. "	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	56	0	0-6	NULL	Please select a number	5	NULL	4130	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	7	1	additive	prenominal	NoToo	Even an ace.	"We were playing a card game where each player has five cards. The player with the highest card wins. Aces beat kings, kings beat queens, etc. In the end Sally asked whether I had a jack. I said I did. But in fact I had some better cards in my hand."	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	51	0	0-1	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	7	1	additive	prenominal	NoToo	Even an ace.	"We were playing a card game where each player has five cards. The player with the highest card wins. Aces beat kings, kings beat queens, etc. In the end Sally asked whether I had a jack. I said I did. But in fact I had some better cards in my hand."	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	51	0	0-1	NULL	Please select a number	5	NULL	2811	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	5	7	additive	postnominal	Too	"A university professor even, too."	The director of our high school has been looking for a number of teachers for a long time. He eventually hired a number of people to teach various courses. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	41	0	0-7	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	5	7	additive	postnominal	Too	"A university professor even, too."	The director of our high school has been looking for a number of teachers for a long time. He eventually hired a number of people to teach various courses. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	41	0	0-7	NULL	Please select a number	7	NULL	3224	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	9	8	nonadditive	postnominal	Too	"A six even, too."	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	74	0	0-8	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	9	8	nonadditive	postnominal	Too	"A six even, too."	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	74	0	0-8	NULL	Please select a number	3	NULL	4186	A1BQCRF5Q76YFY	
veen4	object-even	Indefinite	9	4	nonadditive	postnominal	NoToo	"A six, even."	I was playing a dice game with some friends where each of us had to throw one die and the one with the highest number would win. I was first and I rolled a high number. 	"How natural did you think this sentence was?\n(Between1=completely unnatural, and 6=completely natural)"	jm	Random	1460739453	38e3f02d43976c4fb9cc59c4fdb0b903	AJ	70	0	0-4	NULL	How natural did you think this sentence was?	NULL	NULL	NULL	A1BQCRF5Q76YFY	
